Provider ID	Hospital Name	Address	City	State	ZIP Code	Hospital Type	Hospital Ownership	Hospital overall rating	Mortality national comparison	Safety of care national comparison	Readmission national comparison	Effectiveness of care national comparison
30078	PHOENIX INDIAN MEDICAL CENTER	4212 NORTH 16TH STREET	PHOENIX	AZ	85016	Acute Care Hospitals	Government - Federal	Not Available	Not Available	Not Available	Not Available	Same as the national average
30083	ABRAZO SCOTTSDALE CAMPUS	3929 EAST BELL ROAD	PHOENIX	AZ	85032	Acute Care Hospitals	Proprietary	2	Same as the national average	Same as the national average	Same as the national average	Same as the national average
30084	CHINLE COMPREHENSIVE HEALTH CARE FACILITY	"US HWY 191, HOSPITAL ROAD"	CHINLE	AZ	86503	Acute Care Hospitals	Government - Federal	3	Not Available	Not Available	Same as the national average	Below the national average
30085	NORTHWEST MEDICAL CENTER	6200 NORTH LA CHOLLA BOULEVARD	TUCSON	AZ	85741	Acute Care Hospitals	Proprietary	3	Below the national average	Above the national average	Above the national average	Same as the national average
30087	SCOTTSDALE SHEA MEDICAL CENTER	9003 EAST SHEA BOULEVARD	SCOTTSDALE	AZ	85260	Acute Care Hospitals	Proprietary	3	Same as the national average	Below the national average	Above the national average	Below the national average
30088	BANNER BAYWOOD MEDICAL CENTER	6644 EAST BAYWOOD AVENUE	MESA	AZ	85206	Acute Care Hospitals	Voluntary non-profit - Private	4	Above the national average	Above the national average	Above the national average	Same as the national average
30089	BANNER THUNDERBIRD MEDICAL CENTER	5555 WEST THUNDERBIRD ROAD	GLENDALE	AZ	85306	Acute Care Hospitals	Government - Hospital District or Authority	3	Same as the national average	Below the national average	Above the national average	Same as the national average
30092	HONORHEALTH DEER VALLEY MEDICAL CENTER	19829 NORTH 27TH AVENUE	PHOENIX	AZ	85027	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Above the national average	Same as the national average	Same as the national average
30093	BANNER DEL E. WEBB MEDICAL CENTER	14502 WEST MEEKER BOULEVARD	SUN CITY WEST	AZ	85375	Acute Care Hospitals	Voluntary non-profit - Private	4	Same as the national average	Above the national average	Above the national average	Same as the national average
30094	ABRAZO ARROWHEAD CAMPUS	18701 NORTH 67TH AVENUE	GLENDALE	AZ	85308	Acute Care Hospitals	Proprietary	3	Same as the national average	Same as the national average	Same as the national average	Below the national average
30101	WESTERN ARIZONA REGIONAL MEDICAL CENTER	2735 SILVER CREEK ROAD	BULLHEAD CITY	AZ	86442	Acute Care Hospitals	Proprietary	2	Same as the national average	Above the national average	Below the national average	Same as the national average
30103	MAYO CLINIC HOSPITAL	5777 EAST MAYO BOULEVARD	PHOENIX	AZ	85054	Acute Care Hospitals	Voluntary non-profit - Private	5	Above the national average	Above the national average	Above the national average	Same as the national average
30105	BANNER HEART HOSPITAL	6750 EAST BAYWOOD AVENUE	MESA	AZ	85206	Acute Care Hospitals	Voluntary non-profit - Private	5	Above the national average	Above the national average	Above the national average	Not Available
30107	ARIZONA SPINE AND JOINT HOSPITAL	4620 EAST BASELINE ROAD	MESA	AZ	85206	Acute Care Hospitals	Proprietary	Not Available	Not Available	Not Available	Not Available	Not Available
30108	"CORE INSTITUTE SPECIALTY HOSPITAL, THE"	6501 NORTH 19TH AVENUE	PHOENIX	AZ	85015	Acute Care Hospitals	Proprietary	Not Available	Not Available	Not Available	Not Available	Not Available
30110	ABRAZO WEST CAMPUS	13677 WEST MCDOWELL ROAD	GOODYEAR	AZ	85395	Acute Care Hospitals	Proprietary	2	Same as the national average	Below the national average	Same as the national average	Below the national average
30111	BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS	2800 EAST AJO WAY	TUCSON	AZ	85713	Acute Care Hospitals	Voluntary non-profit - Private	2	Same as the national average	Below the national average	Same as the national average	Same as the national average
30112	ARIZONA SPECIALTY HOSPITAL	"2905 WEST WARNER ROAD, SUITE 1"	CHANDLER	AZ	85224	Acute Care Hospitals	Proprietary	Not Available	Not Available	Not Available	Not Available	Not Available
30113	WHITERIVER PHS INDIAN HOSPITAL	200 WEST HOSPITAL DRIVE  (PO BOX 860)	WHITERIVER	AZ	85941	Acute Care Hospitals	Government - Federal	Not Available	Not Available	Not Available	Not Available	Same as the national average
30114	ORO VALLEY HOSPITAL	1551 EAST TANGERINE ROAD	ORO VALLEY	AZ	85755	Acute Care Hospitals	Proprietary	3	Same as the national average	Below the national average	Same as the national average	Same as the national average
30115	BANNER ESTRELLA MEDICAL CENTER	9201 WEST THOMAS ROAD	PHOENIX	AZ	85037	Acute Care Hospitals	Voluntary non-profit - Private	4	Same as the national average	Same as the national average	Above the national average	Same as the national average
30117	VALLEY VIEW MEDICAL CENTER	5330 SOUTH HIGHWAY 95	FORT MOHAVE	AZ	86426	Acute Care Hospitals	Proprietary	3	Same as the national average	Same as the national average	Same as the national average	Same as the national average
30119	MERCY GILBERT MEDICAL CENTER	3555 SOUTH VAL VISTA DRIVE	GILBERT	AZ	85296	Acute Care Hospitals	Voluntary non-profit - Church	4	Above the national average	Above the national average	Same as the national average	Same as the national average
30120	GILBERT HOSPITAL	5656 SOUTH POWER ROAD	GILBERT	AZ	85295	Acute Care Hospitals	Proprietary	Not Available	Not Available	Not Available	Not Available	Same as the national average
30121	"MOUNTAIN VISTA MEDICAL CENTER, LP"	1301 SOUTH CRISMON ROAD	MESA	AZ	85209	Acute Care Hospitals	Proprietary	1	Same as the national average	Below the national average	Same as the national average	Same as the national average
30122	BANNER GATEWAY MEDICAL CENTER	1900 NORTH HIGLEY ROAD	GILBERT	AZ	85234	Acute Care Hospitals	Voluntary non-profit - Other	3	Same as the national average	Same as the national average	Below the national average	Same as the national average
30123	SCOTTSDALE THOMPSON PEAK MEDICAL CENTER	7400 EAST THOMPSON PEAK PARKWAY	SCOTTSDALE	AZ	85255	Acute Care Hospitals	Proprietary	4	Above the national average	Same as the national average	Above the national average	Same as the national average
30130	BANNER IRONWOOD MEDICAL CENTER	37000 NORTH GANTZEL ROAD	SAN TAN VALLEY	AZ	85140	Acute Care Hospitals	Voluntary non-profit - Private	4	Same as the national average	Same as the national average	Same as the national average	Same as the national average
30131	O.A.S.I.S. HOSPITAL	750 NORTH 40TH STREET	PHOENIX	AZ	85008	Acute Care Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Above the national average	Not Available	Not Available
30132	"FLORENCE HOSPITAL AT ANTHEM, LLC"	4545 NORTH HUNT HIGHWAY	FLORENCE	AZ	85132	Acute Care Hospitals	Proprietary	3	Not Available	Not Available	Same as the national average	Same as the national average
30134	BANNER GOLDFIELD MEDICAL CENTER	2050 WEST SOUTHERN AVENUE	APACHE JUNCTION	AZ	85120	Acute Care Hospitals	Voluntary non-profit - Other	3	Not Available	Not Available	Same as the national average	Same as the national average
30136	DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL	7171 SOUTH 51ST AVENUE	LAVEEN	AZ	85339	Acute Care Hospitals	Proprietary	Not Available	Not Available	Not Available	Not Available	Same as the national average
30137	GREEN VALLEY HOSPITAL	4455 SOUTH I-19 FRONTAGE ROAD	GREEN VALLEY	AZ	85614	Acute Care Hospitals	Proprietary	Not Available	Not Available	Not Available	Not Available	Same as the national average
31300	WICKENBURG COMMUNITY HOSPITAL	520 ROSE LANE	WICKENBURG	AZ	85390	Critical Access Hospitals	Voluntary non-profit - Private	3	Not Available	Not Available	Same as the national average	Not Available
31301	BENSON HOSPITAL	450 SOUTH OCOTILLO AVENUE	BENSON	AZ	85602	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Not Available	Not Available	Same as the national average	Not Available
31302	"NORTHERN COCHISE COMMUNITY HOSPITAL, INC."	901 WEST REX ALLEN DRIVE	WILLCOX	AZ	85643	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Not Available	Not Available	Same as the national average	Not Available
31304	PAGE HOSPITAL	501 NORTH NAVAJO DRIVE	PAGE	AZ	86040	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Not Available	Not Available	Not Available	Same as the national average
31305	HOPI HEALTH CARE CENTER	"HIGHWAY 264, MILEPOST 388"	POLACCA	AZ	86042	Critical Access Hospitals	Tribal	Not Available	Not Available	Not Available	Not Available	Not Available
31307	PARKER INDIAN HEALTH CENTER	12033 AGENCY ROAD	PARKER	AZ	85344	Critical Access Hospitals	Government - Federal	Not Available	Not Available	Not Available	Not Available	Not Available
31308	HUHU KAM MEMORIAL HOSPITAL	483 WEST SEED FARM ROAD	SACATON	AZ	85147	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Not Available	Not Available	Not Available	Not Available
31309	SAGE MEMORIAL HOSPITAL	STATE ROUTE 264 SOUTH 191	GANADO	AZ	86505	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
31311	LITTLE COLORADO MEDICAL CENTER	1501 NORTH WILLIAMSON AVENUE	WINSLOW	AZ	86047	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Same as the national average	Not Available
31312	COPPER QUEEN COMMUNITY HOSPITAL	101 COLE AVENUE	BISBEE	AZ	85603	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Same as the national average	Not Available
31313	HOLY CROSS HOSPITAL	1171 WEST TARGET RANGE ROAD	NOGALES	AZ	85621	Critical Access Hospitals	Proprietary	Not Available	Not Available	Not Available	Not Available	Same as the national average
31314	COBRE VALLEY REGIONAL MEDICAL CENTER	5880 SOUTH HOSPITAL DRIVE	GLOBE	AZ	85501	Critical Access Hospitals	Voluntary non-profit - Private	3	Above the national average	Not Available	Same as the national average	Not Available
31315	WHITE MOUNTAIN REGIONAL MEDICAL CENTER	118 SOUTH MOUNTAIN AVENUE	SPRINGERVILLE	AZ	85938	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
31317	LA PAZ REGIONAL HOSPITAL	1200 WEST MOHAVE ROAD	PARKER	AZ	85344	Critical Access Hospitals	Voluntary non-profit - Private	3	Same as the national average	Not Available	Same as the national average	Not Available
33301	"LOS NINOS HOSPITAL, INC."	2303 EAST THOMAS	PHOENIX	AZ	85016	Childrens	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
33302	PHOENIX CHILDREN'S HOSPITAL	1919 EAST THOMAS ROAD	PHOENIX	AZ	85016	Childrens	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
33303	"HACIENDA CHILDREN'S HOSPITAL, INC."	610 WEST JEROME AVENUE	MESA	AZ	85210	Childrens	Proprietary	Not Available	Not Available	Not Available	Not Available	Not Available
40001	SILOAM SPRINGS REGIONAL HOSPITAL	603 NORTH PROGRESS AVENUE	SILOAM SPRINGS	AR	72761	Acute Care Hospitals	Voluntary non-profit - Other	3	Same as the national average	Not Available	Same as the national average	Same as the national average
40002	JOHNSON REGIONAL MEDICAL CENTER	1100 EAST POPLAR STREET	CLARKSVILLE	AR	72830	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Same as the national average	Same as the national average	Below the national average
40004	WASHINGTON REGIONAL MEDICAL CENTER	3215 N NORTH HILLS BOULEVARD	FAYETTEVILLE	AR	72703	Acute Care Hospitals	Voluntary non-profit - Private	3	Below the national average	Above the national average	Above the national average	Same as the national average
40007	CHI-ST VINCENT INFIRMARY	TWO ST VINCENT CIRCLE	LITTLE ROCK	AR	72205	Acute Care Hospitals	Voluntary non-profit - Private	2	Below the national average	Below the national average	Below the national average	Same as the national average
40010	MERCY HOSPITAL NORTHWEST ARKANSAS	2710 SOUTH RIFE MEDICAL LANE	ROGERS	AR	72758	Acute Care Hospitals	Voluntary non-profit - Church	4	Same as the national average	Above the national average	Above the national average	Above the national average
40011	CHAMBERS MEMORIAL HOSPITAL	719 DETROIT STREET	DANVILLE	AR	72833	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Not Available	Below the national average	Same as the national average
40014	WHITE COUNTY MEDICAL CENTER	3214 EAST RACE AVENUE	SEARCY	AR	72143	Acute Care Hospitals	Voluntary non-profit - Private	3	Below the national average	Above the national average	Same as the national average	Same as the national average
40015	MENA REGIONAL HEALTH SYSTEM	311 NORTH MORROW STREET	MENA	AR	71953	Acute Care Hospitals	Government - Local	3	Below the national average	Not Available	Same as the national average	Same as the national average
40016	UAMS MEDICAL CENTER	4301 WEST MARKHAM STREET MAIL SLOT 612	LITTLE ROCK	AR	72205	Acute Care Hospitals	Government - State	1	Same as the national average	Below the national average	Below the national average	Below the national average
40017	NORTH ARKANSAS REGIONAL MEDICAL CENTER	620 NORTH MAIN STREET	HARRISON	AR	72601	Acute Care Hospitals	Voluntary non-profit - Other	3	Same as the national average	Above the national average	Above the national average	Same as the national average
40018	SPARKS MEDICAL CENTER - VAN BUREN	EAST MAIN AND SOUTH 20TH STREET	VAN BUREN	AR	72956	Acute Care Hospitals	Proprietary	3	Same as the national average	Not Available	Same as the national average	Same as the national average
40019	FORREST CITY MEDICAL CENTER	1601 NEWCASTLE ROAD	FORREST CITY	AR	72335	Acute Care Hospitals	Proprietary	2	Same as the national average	Not Available	Same as the national average	Same as the national average
40020	ST BERNARDS MEDICAL CENTER	225 E JACKSON	JONESBORO	AR	72401	Acute Care Hospitals	Voluntary non-profit - Private	1	Below the national average	Below the national average	Below the national average	Same as the national average
40022	NORTHWEST MEDICAL CENTER-SPRINGDALE	609 WEST MAPLE AVENUE	SPRINGDALE	AR	72764	Acute Care Hospitals	Proprietary	3	Below the national average	Above the national average	Below the national average	Same as the national average
